2026-07-11 11:17:20 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Cleaning up plugin: ProcessLogBridgePlugin Plugin
2026-07-11 12:05:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.AlternateFlights
2026-07-11 12:05:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.GateAvailability
2026-07-11 12:05:48 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.PassengerImpact
2026-07-11 12:06:40 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Calling class airline_tools.WeatherLookup
2026-07-11 12:07:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Task from orchestrator:RunContextRunnable.invoke_agent_chain was cancelled
2026-07-11 12:07:55 India Standard Time | WARNING  | NeuroSan:_log:718 - NeuroSan:HttpServer: Agent 'orchestrator' timed out: exceeded max_execution_seconds=300s and was cancelled.
2026-07-11 12:07:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan: time_taken_in_seconds includes overhead from Langchain and Neuro SAN
2026-07-11 12:07:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: {"token_accounting": {"total_tokens": 5247, "prompt_tokens": 4349, "completion_tokens": 898, "successful_requests": 11, "empty_responses": 0, "total_cost": 0.0, "time_taken_in_seconds": 300.00449442863464, "caveats": ["External agent token usage is not included.", "Token counts are approximate and estimated using tiktoken."], "models": {"ollama": {"llama3.1:8b": {"total_tokens": 5247, "prompt_tokens": 4349, "completion_tokens": 898, "successful_requests": 11, "empty_responses": 0, "total_cost": 0.0, "time_taken_in_seconds": 740.3418116569519}}}}}
2026-07-11 12:07:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "Done with airline_disruption.StreamingChat request for 'Analyze airline disruption for flight AA875. Flight status: Cancelled Origin: JFK Destination: BOS Affected airport: JFK Disruption reason: Severe Thunderstorm Current delay minutes: 205 Known weather severity: HIGH Coordinate all specialist agents and return the required JSON object only.'", "user_id": "None", "Timestamp": "2026-07-11T12:07:55.073052", "source": "HttpServer", "message_type": "Other", "request_id": "request-1"}
2026-07-11 12:07:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: 200 POST /api/v1/airline_disruption/streaming_chat (127.0.0.1) 302866.20ms
2026-07-11 12:07:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Finish airline_disruption/streaming_chat
2026-07-11 12:07:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Stats: {'NumProcessing': 0, 'Total': 1, 'airline_disruption/streaming_chat': 1}
2026-07-11 12:31:34 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:31:34 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:31:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:31:35 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:31:35 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:31:35 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:31:37 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Observed events: modified 2, added 0, deleted 0
2026-07-11 12:31:37 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Updating manifest file: ['C:\airline-disruption-neuro-san-integrated\registries\manifest.hocon']
2026-07-11 12:31:37 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Validating airline_disruption agent network...
2026-07-11 12:31:37 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Reset service for modified agent airline_disruption
2026-07-11 12:31:37 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: REPLACED network for agent airline_disruption : 2427099797520
2026-07-11 12:32:10 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:32:10 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:32:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:32:11 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:32:11 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:32:11 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:32:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Observed events: modified 2, added 0, deleted 0
2026-07-11 12:32:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Updating manifest file: ['C:\airline-disruption-neuro-san-integrated\registries\manifest.hocon']
2026-07-11 12:32:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Validating airline_disruption agent network...
2026-07-11 12:32:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Reset service for modified agent airline_disruption
2026-07-11 12:32:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: REPLACED network for agent airline_disruption : 2427124465168
2026-07-11 12:33:10 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:33:10 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:33:10 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:33:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Observed events: modified 1, added 0, deleted 0
2026-07-11 12:33:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Updating manifest file: ['C:\airline-disruption-neuro-san-integrated\registries\manifest.hocon']
2026-07-11 12:33:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Validating airline_disruption agent network...
2026-07-11 12:33:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Reset service for modified agent airline_disruption
2026-07-11 12:33:12 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: REPLACED network for agent airline_disruption : 2427122727856
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Cleaning up plugin: ProcessLogBridgePlugin Plugin
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: [ProcessLogBridgePlugin] Cleaning up
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: [ProcessLogBridgePlugin] Cleanup complete
2026-07-11 12:33:50 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "<frozen runpy>", line 203, in _run_module_as_main
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "<frozen runpy>", line 88, in _run_code
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san_studio\runner\neuro_san_server_wrapper.py", line 89, in <module>
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     wrapper.run()
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~^^
2026-07-11 12:33:50 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san_studio\runner\neuro_san_server_wrapper.py", line 80, in run
